station,date,aqi,pm25_ug_m3,pm10_ug_m3,no2_ug_m3,so2_ug_m3,co_mg_m3,o3_ug_m3,nh3_ug_m3,daily_aqi_definition,temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_max,pressure_msl_mean,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_rolling_mean_3,aqi_rolling_mean_7,aqi_next_day,day_of_week,month,day_of_year_sin,day_of_year_cos
"Fort William, Kolkata - WBPCB",2024-02-17,107.0,61.68,100.81,31.25,8.85,0.87,30.34,24.82,mean_of_source_observations,21.7,72,11.5,1014.2,103.0,109.0,114.0,108.66666666666667,107.0,129.0,5,2,0.7350336741329412,0.6780306024735382
"Fort William, Kolkata - WBPCB",2024-02-18,129.0,68.47,99.31,44.06,7.69,0.87,22.96,26.3,mean_of_source_observations,22.9,74,9.5,1013.5,107.0,103.0,109.0,106.33333333333333,106.42857142857143,103.0,6,2,0.746588114532413,0.6652865452111116
"Fort William, Kolkata - WBPCB",2024-02-19,103.0,55.38,102.38,28.29,8.39,0.8,27.04,27.1,mean_of_source_observations,24.0,82,11.0,1013.4,129.0,107.0,103.0,113.0,109.85714285714286,92.0,0,2,0.7579216274973472,0.6523456189565257
"Fort William, Kolkata - WBPCB",2024-02-20,92.0,54.48,91.99,32.82,8.94,0.79,23.81,28.18,mean_of_source_observations,25.2,82,18.9,1011.0,103.0,129.0,107.0,113.0,109.71428571428571,96.0,1,2,0.7690308592589181,0.6392116531380588
"Fort William, Kolkata - WBPCB",2024-02-21,96.0,56.15,95.86,28.72,6.94,0.87,24.32,21.6,mean_of_source_observations,25.0,77,10.5,1009.6,92.0,103.0,129.0,108.0,108.14285714285714,99.0,2,2,0.7799125224167177,0.6258885343075018
"Fort William, Kolkata - WBPCB",2024-02-22,99.0,58.2,99.44,22.2,8.55,0.89,19.99,25.09,mean_of_source_observations,24.7,82,16.7,1009.6,96.0,92.0,103.0,97.0,105.57142857142857,104.0,3,2,0.7905633969115482,0.612380204990065
"Fort William, Kolkata - WBPCB",2024-02-23,104.0,55.04,103.82,32.09,7.68,0.77,28.63,25.9,mean_of_source_observations,23.2,74,18.7,1012.8,99.0,96.0,92.0,95.66666666666667,104.14285714285714,113.0,4,2,0.8009803309782905,0.5986906625177214
"Fort William, Kolkata - WBPCB",2024-02-24,113.0,59.62,118.08,31.03,7.04,0.82,25.27,22.5,mean_of_source_observations,22.9,71,15.5,1014.5,104.0,99.0,96.0,99.66666666666667,104.28571428571429,109.0,5,2,0.8111602420785621,0.5848239578463322
"Fort William, Kolkata - WBPCB",2024-02-25,109.0,61.53,111.42,27.29,7.7,0.83,21.92,27.51,mean_of_source_observations,21.1,70,19.1,1015.7,113.0,104.0,99.0,105.33333333333333,105.14285714285714,105.0,6,2,0.8211001178128892,0.5707841943569036
"Fort William, Kolkata - WBPCB",2024-02-26,105.0,52.2,106.81,26.66,9.85,0.72,24.03,26.91,mean_of_source_observations,22.3,65,11.2,1015.9,109.0,113.0,104.0,108.66666666666667,102.28571428571429,117.0,0,2,0.8307970168121247,0.5565755266413303
"Fort William, Kolkata - WBPCB",2024-02-27,117.0,64.9,92.93,20.49,5.96,0.84,32.7,23.6,mean_of_source_observations,22.8,64,8.2,1014.6,105.0,109.0,113.0,109.0,102.57142857142857,101.0,1,2,0.8402480696078469,0.5422021592729844
"Fort William, Kolkata - WBPCB",2024-02-28,101.0,50.69,100.55,33.38,13.04,0.8,27.19,19.57,mean_of_source_observations,23.8,72,10.5,1012.8,117.0,105.0,109.0,110.33333333333333,106.14285714285714,107.0,2,2,0.8494504794814806,0.527668345562516
"Fort William, Kolkata - WBPCB",2024-02-29,107.0,58.52,108.73,35.27,10.16,0.87,23.24,30.89,mean_of_source_observations,23.9,66,9.7,1013.3,101.0,117.0,105.0,107.66666666666667,106.85714285714286,110.0,3,2,0.8584015232918917,0.512978386299228
"Fort William, Kolkata - WBPCB",2024-03-01,110.0,57.2,113.07,25.65,7.12,0.85,28.14,20.03,mean_of_source_observations,24.0,65,9.9,1014.0,107.0,101.0,117.0,108.33333333333333,108.0,117.0,4,3,0.8670985522812081,0.4981366284784055
"Fort William, Kolkata - WBPCB",2024-03-02,117.0,64.81,85.78,28.52,7.76,0.9,22.57,29.04,mean_of_source_observations,24.8,69,8.9,1013.0,110.0,107.0,101.0,106.0,108.85714285714286,109.0,5,3,0.8755389928586302,0.4831474640149687
"Fort William, Kolkata - WBPCB",2024-03-03,109.0,53.07,112.86,19.12,7.48,0.82,27.5,21.77,mean_of_source_observations,25.7,75,7.7,1012.3,117.0,110.0,107.0,111.33333333333333,109.42857142857143,102.0,6,3,0.8837203473619977,0.4680153284438345
"Fort William, Kolkata - WBPCB",2024-03-04,102.0,55.6,100.94,25.23,8.3,0.87,27.75,24.96,mean_of_source_observations,25.3,69,21.7,1012.3,109.0,117.0,110.0,112.0,109.42857142857143,107.0,0,3,0.8916401947968874,0.45274469960737107
"Fort William, Kolkata - WBPCB",2024-03-05,107.0,57.39,108.62,28.58,8.2,0.75,25.4,25.52,mean_of_source_observations,25.4,73,11.4,1012.4,102.0,109.0,117.0,109.33333333333333,109.0,98.0,1,3,0.8992961915530253,0.4373400963303323
"Fort William, Kolkata - WBPCB",2024-03-06,98.0,58.74,97.08,24.13,9.99,0.84,24.19,21.89,mean_of_source_observations,23.8,64,12.6,1012.7,107.0,102.0,109.0,106.0,107.57142857142857,101.0,2,3,0.9066860720977985,0.4218060770826634
"Fort William, Kolkata - WBPCB",2024-03-07,101.0,53.47,100.44,24.08,10.29,0.79,31.06,21.21,mean_of_source_observations,23.8,64,11.0,1012.0,98.0,107.0,102.0,102.33333333333333,107.14285714285714,109.0,3,3,0.9138076496466615,0.40614723863057883
"Fort William, Kolkata - WBPCB",2024-03-08,109.0,62.32,91.41,23.76,9.66,0.76,20.8,25.19,mean_of_source_observations,24.1,54,12.6,1012.3,101.0,98.0,107.0,102.0,106.28571428571429,101.0,4,3,0.9206588168102428,0.3903682146763026
"Fort William, Kolkata - WBPCB",2024-03-09,101.0,48.31,100.59,26.47,7.74,0.82,29.71,24.56,mean_of_source_observations,23.3,55,11.5,1013.4,109.0,101.0,98.0,102.66666666666667,106.14285714285714,108.0,5,3,0.9272375462179537,0.374473674486883
"Fort William, Kolkata - WBPCB",2024-03-10,108.0,49.21,110.97,33.97,8.25,0.78,20.04,22.63,mean_of_source_observations,23.3,56,11.2,1014.8,101.0,109.0,101.0,103.66666666666667,103.85714285714286,107.0,6,3,0.9335418911179212,0.35846832151248087
"Fort William, Kolkata - WBPCB",2024-03-11,107.0,53.2,108.74,29.55,6.97,0.8,25.11,23.84,mean_of_source_observations,24.6,56,10.7,1014.1,108.0,101.0,109.0,106.0,103.71428571428571,104.0,0,3,0.9395699859530622,0.342356891994542
"Fort William, Kolkata - WBPCB",2024-03-12,104.0,48.59,104.64,24.07,7.08,0.74,24.47,20.81,mean_of_source_observations,27.1,76,13.5,1011.5,107.0,108.0,101.0,105.33333333333333,104.42857142857143,92.0,1,3,0.945320046913132,0.3261441535642696
"Fort William, Kolkata - WBPCB",2024-03-13,92.0,45.24,91.95,27.65,10.22,0.72,28.78,22.38,mean_of_source_observations,27.7,74,15.2,1011.3,104.0,107.0,108.0,106.33333333333333,104.0,97.0,2,3,0.9507903724625832,0.3098349038318025
"Fort William, Kolkata - WBPCB",2024-03-14,97.0,58.22,95.64,32.12,8.89,0.92,21.04,20.7,mean_of_source_observations,26.1,85,18.7,1011.1,92.0,104.0,107.0,101.0,103.14285714285714,93.0,3,3,0.9559793438440766,0.2934339689665273
"Fort William, Kolkata - WBPCB",2024-03-15,93.0,55.46,92.56,24.26,6.61,0.82,24.07,24.83,mean_of_source_observations,26.6,81,21.0,1011.6,97.0,92.0,104.0,97.66666666666667,102.57142857142857,99.0,4,3,0.9608854255574977,0.27694620226893646
"Fort William, Kolkata - WBPCB",2024-03-16,99.0,40.69,98.99,24.15,9.64,0.73,19.79,20.93,mean_of_source_observations,26.9,83,12.4,1013.0,93.0,97.0,92.0,94.0,100.28571428571429,103.0,5,3,0.9655071658143364,0.2603764827344581
"Fort William, Kolkata - WBPCB",2024-03-17,103.0,54.91,103.23,28.58,8.27,0.73,23.18,23.6,mean_of_source_observations,25.9,82,9.5,1012.9,99.0,93.0,97.0,96.33333333333333,100.0,93.0,6,3,0.969843196967294,0.24372971360968387
"Fort William, Kolkata - WBPCB",2024-03-18,93.0,55.49,86.56,24.92,10.06,0.79,24.94,28.24,mean_of_source_observations,25.6,85,12.8,1012.1,103.0,99.0,93.0,98.33333333333333,99.28571428571429,91.0,0,3,0.9738922359149924,0.22701082094141847
"Fort William, Kolkata - WBPCB",2024-03-19,91.0,44.72,90.84,26.92,7.19,0.76,25.57,27.01,mean_of_source_observations,25.7,80,21.1,1012.1,93.0,103.0,99.0,98.33333333333333,97.28571428571429,102.0,1,3,0.9776530844816641,0.2102247521189836
"Fort William, Kolkata - WBPCB",2024-03-20,102.0,55.24,101.23,24.82,7.26,0.75,29.51,24.86,mean_of_source_observations,21.2,90,11.0,1013.8,91.0,93.0,103.0,95.66666666666667,95.42857142857143,102.0,2,3,0.981124629771712,0.19337647441020586
"Fort William, Kolkata - WBPCB",2024-03-21,102.0,42.04,101.98,23.74,8.6,0.77,21.26,27.21,mean_of_source_observations,21.3,87,8.7,1013.0,102.0,91.0,93.0,95.33333333333333,96.85714285714286,85.0,3,3,0.984305844499033,0.17647097349152166
"Fort William, Kolkata - WBPCB",2024-03-22,85.0,46.21,84.19,35.59,8.67,0.76,24.47,20.15,mean_of_source_observations,22.9,80,8.2,1010.0,102.0,102.0,91.0,98.33333333333333,97.57142857142857,92.0,4,3,0.9871957872910085,0.15951325197263655
"Fort William, Kolkata - WBPCB",2024-03-23,92.0,47.38,92.08,20.96,7.64,0.82,30.12,20.11,mean_of_source_observations,25.3,80,16.6,1008.5,85.0,102.0,102.0,96.33333333333333,96.42857142857143,102.0,5,3,0.9897936029670716,0.14250832791617088
"Fort William, Kolkata - WBPCB",2024-03-24,102.0,50.03,101.33,22.63,5.36,0.79,20.55,20.55,mean_of_source_observations,27.9,81,19.4,1009.9,92.0,85.0,102.0,93.0,95.42857142857143,101.0,6,3,0.992098522791769,0.12546123335273648
"Fort William, Kolkata - WBPCB",2024-03-25,101.0,49.22,100.72,26.13,9.31,0.81,21.35,24.64,mean_of_source_observations,27.0,84,16.6,1010.4,102.0,92.0,85.0,93.0,95.28571428571429,88.0,0,3,0.9941098647022418,0.10837701279187609
"Fort William, Kolkata - WBPCB",2024-03-26,88.0,48.05,88.25,26.91,7.29,0.81,22.84,22.4,mean_of_source_observations,27.2,81,10.8,1011.2,101.0,102.0,92.0,98.33333333333333,96.42857142857143,99.0,1,3,0.9958270335100595,0.09126072172931188
"Fort William, Kolkata - WBPCB",2024-03-27,99.0,42.67,98.47,23.29,12.01,0.78,26.65,19.21,mean_of_source_observations,28.1,79,15.0,1012.1,88.0,101.0,102.0,97.0,96.0,93.0,2,3,0.9972495210773451,0.07411742515094437
"Fort William, Kolkata - WBPCB",2024-03-28,93.0,53.43,92.61,22.33,6.2,0.81,23.93,26.75,mean_of_source_observations,28.0,79,17.8,1009.5,99.0,88.0,101.0,96.0,95.57142857142857,82.0,3,3,0.998376906467142,0.056952196034039754
"Fort William, Kolkata - WBPCB",2024-03-29,82.0,48.98,82.14,23.37,8.74,0.88,28.25,26.3,mean_of_source_observations,28.6,83,16.9,1008.3,93.0,99.0,88.0,93.33333333333333,94.28571428571429,102.0,4,3,0.9992088560679753,0.03977011384605572
"Fort William, Kolkata - WBPCB",2024-03-30,102.0,43.0,101.29,21.91,7.77,0.81,25.82,23.99,mean_of_source_observations,29.3,79,17.8,1009.3,82.0,93.0,99.0,91.33333333333333,93.85714285714286,85.0,5,3,0.9997451236925734,0.022576263041545485
"Fort William, Kolkata - WBPCB",2024-03-31,85.0,42.47,85.07,24.97,9.01,0.85,21.21,28.93,mean_of_source_observations,28.8,81,20.6,1008.8,102.0,82.0,93.0,92.33333333333333,95.28571428571429,87.0,6,3,0.9999855506507186,0.005375731557583884
"Fort William, Kolkata - WBPCB",2024-04-01,87.0,51.27,86.66,18.11,7.29,0.76,24.99,25.74,mean_of_source_observations,30.3,64,13.9,1005.5,85.0,102.0,82.0,89.66666666666667,92.85714285714286,79.0,0,4,0.9999300657962057,-0.011826390691832589
"Fort William, Kolkata - WBPCB",2024-04-02,79.0,47.32,75.19,21.44,9.5,0.73,22.08,23.46,mean_of_source_observations,30.1,69,13.2,1005.2,87.0,85.0,102.0,91.33333333333333,90.85714285714286,83.0,1,4,0.9995786855478958,-0.029025013321975237
"Fort William, Kolkata - WBPCB",2024-04-03,83.0,39.74,82.68,24.18,8.43,0.78,21.66,19.85,mean_of_source_observations,30.2,75,15.6,1007.3,79.0,87.0,85.0,83.66666666666667,89.57142857142857,81.0,2,4,0.9989315138848577,-0.046215046983708354
"Fort William, Kolkata - WBPCB",2024-04-04,81.0,41.74,80.47,24.67,6.09,0.77,27.76,24.8,mean_of_source_observations,30.0,82,20.8,1006.8,83.0,79.0,87.0,83.0,87.28571428571429,80.0,3,4,0.9979887423155984,-0.06339140486951038
"Fort William, Kolkata - WBPCB",2024-04-05,80.0,47.94,71.96,22.0,6.73,0.75,27.39,24.45,mean_of_source_observations,31.5,77,18.3,1004.9,81.0,83.0,79.0,81.0,85.57142857142857,88.0,4,4,0.9967506498213929,-0.08054900421874167
"Fort William, Kolkata - WBPCB",2024-04-06,88.0,33.6,87.85,24.89,6.88,0.7,25.6,19.74,mean_of_source_observations,30.7,80,19.1,1005.6,80.0,81.0,83.0,81.33333333333333,85.28571428571429,79.0,5,4,0.9952176027737294,-0.09768276782171598
"Fort William, Kolkata - WBPCB",2024-04-07,79.0,38.34,78.69,13.03,8.67,0.79,25.47,25.94,mean_of_source_observations,30.2,75,17.8,1006.9,88.0,80.0,81.0,83.0,83.28571428571429,91.0,6,4,0.9933900548258936,-0.11478762552212701
"Fort William, Kolkata - WBPCB",2024-04-08,91.0,45.33,90.32,21.58,8.63,0.8,27.95,22.43,mean_of_source_observations,27.3,70,22.1,1010.3,79.0,88.0,80.0,82.33333333333333,82.42857142857143,81.0,0,4,0.9912685467787256,-0.13185851571739118
"Fort William, Kolkata - WBPCB",2024-04-09,81.0,35.89,80.6,18.65,8.96,0.69,26.24,23.23,mean_of_source_observations,28.1,64,10.9,1010.0,91.0,79.0,88.0,86.0,83.0,91.0,1,4,0.9888537064205885,-0.1488903868564548
"Fort William, Kolkata - WBPCB",2024-04-10,91.0,48.65,90.64,23.63,6.83,0.86,30.51,22.99,mean_of_source_observations,29.1,62,14.5,1010.0,81.0,91.0,79.0,83.66666666666667,83.28571428571429,82.0,2,4,0.986146248341595,-0.16587819893463143
"Fort William, Kolkata - WBPCB",2024-04-11,82.0,35.6,82.04,23.07,7.45,0.81,22.7,22.98,mean_of_source_observations,27.3,72,16.6,1011.3,91.0,81.0,91.0,87.66666666666667,84.42857142857143,80.0,3,4,0.9831469737221499,-0.1828169249850199
"Fort William, Kolkata - WBPCB",2024-04-12,80.0,33.94,79.63,27.5,7.64,0.77,26.23,24.97,mean_of_source_observations,28.4,64,9.0,1010.5,82.0,91.0,81.0,84.66666666666667,84.57142857142857,79.0,4,4,0.9798567700958665,-0.1997015525660636
"Fort William, Kolkata - WBPCB",2024-04-13,79.0,33.8,78.94,17.69,7.55,0.71,25.99,24.51,mean_of_source_observations,29.4,63,9.2,1009.9,80.0,82.0,91.0,84.33333333333333,84.57142857142857,74.0,5,4,0.9762766110869321,-0.21652708524481437
"Fort William, Kolkata - WBPCB",2024-04-14,74.0,39.78,73.53,14.01,8.36,0.67,22.21,27.19,mean_of_source_observations,30.0,61,10.8,1009.9,79.0,80.0,82.0,80.33333333333333,83.28571428571429,76.0,6,4,0.9724075561219968,-0.23328854407545518
"Fort William, Kolkata - WBPCB",2024-04-15,76.0,37.27,75.53,25.74,9.9,0.83,26.51,21.82,mean_of_source_observations,31.2,64,15.4,1008.7,74.0,79.0,80.0,77.66666666666667,82.57142857142857,85.0,0,4,0.9682507501166718,-0.2499809690726521
"Fort William, Kolkata - WBPCB",2024-04-16,85.0,35.2,84.77,20.49,8.55,0.83,24.09,24.71,mean_of_source_observations,32.2,59,14.5,1006.3,76.0,74.0,79.0,76.33333333333333,80.42857142857143,84.0,1,4,0.9638074231367307,-0.26659942067929354
"Fort William, Kolkata - WBPCB",2024-04-17,84.0,38.9,84.1,18.89,10.33,0.74,24.86,24.28,mean_of_source_observations,32.3,60,10.5,1004.5,85.0,76.0,74.0,78.33333333333333,81.0,77.0,2,4,0.9590788900341131,-0.28313898122818354
"Fort William, Kolkata - WBPCB",2024-04-18,77.0,34.24,76.46,22.96,8.39,0.79,26.07,21.13,mean_of_source_observations,31.9,52,13.1,1004.2,84.0,85.0,76.0,81.66666666666667,80.0,77.0,3,4,0.9540665500578387,-0.2995947563972602
"Fort William, Kolkata - WBPCB",2024-04-19,77.0,38.77,76.18,12.83,5.96,0.79,24.52,23.79,mean_of_source_observations,32.1,56,23.8,1002.0,77.0,84.0,85.0,82.0,79.28571428571429,68.0,4,4,0.9487718864399473,-0.31596187665790293
"Fort William, Kolkata - WBPCB",2024-04-20,68.0,40.21,66.05,17.47,9.08,0.81,25.08,21.54,mean_of_source_observations,32.8,64,24.6,1001.3,77.0,77.0,84.0,79.33333333333333,78.85714285714286,73.0,5,4,0.9431964659565866,-0.33223549871590435
"Fort William, Kolkata - WBPCB",2024-04-21,73.0,38.46,71.94,19.75,7.27,0.78,20.33,22.44,mean_of_source_observations,33.5,62,21.5,1002.5,68.0,77.0,77.0,74.0,77.28571428571429,72.0,6,4,0.9373419384643772,-0.3484108069446808
"Fort William, Kolkata - WBPCB",2024-04-22,72.0,31.37,71.08,19.2,5.6,0.75,26.6,25.56,mean_of_source_observations,33.2,55,16.0,1004.6,73.0,68.0,77.0,72.66666666666667,77.14285714285714,68.0,0,4,0.9312100364121947,-0.3644830148102912
"Fort William, Kolkata - WBPCB",2024-04-23,68.0,40.19,64.58,19.77,9.49,0.76,21.99,24.58,mean_of_source_observations,32.4,47,17.8,1004.5,72.0,73.0,68.0,71.0,76.57142857142857,83.0,1,4,0.9248025743285089,-0.38044736628785164
"Fort William, Kolkata - WBPCB",2024-04-24,83.0,36.35,82.74,21.91,7.96,0.74,24.68,28.44,mean_of_source_observations,33.3,49,14.8,1003.5,68.0,72.0,73.0,71.0,74.14285714285714,72.0,2,4,0.9181214482844365,-0.39629913726891813
"Fort William, Kolkata - WBPCB",2024-04-25,72.0,39.08,71.75,19.16,5.28,0.7,22.05,22.91,mean_of_source_observations,33.1,50,15.2,1004.0,83.0,68.0,72.0,74.33333333333333,74.0,72.0,3,4,0.9111686353326631,-0.41203363695942635
"Fort William, Kolkata - WBPCB",2024-04-26,72.0,39.35,71.75,15.98,6.12,0.66,20.23,25.01,mean_of_source_observations,32.8,68,19.5,1003.7,72.0,83.0,68.0,74.33333333333333,73.28571428571429,78.0,4,4,0.9039461929224011,-0.42764620926777464
"Fort William, Kolkata - WBPCB",2024-04-27,78.0,32.61,77.87,16.06,8.64,0.81,27.94,23.66,mean_of_source_observations,33.4,64,18.0,1003.8,72.0,72.0,83.0,75.66666666666667,72.57142857142857,65.0,5,4,0.8964562582905575,-0.44313223418263453
"Fort William, Kolkata - WBPCB",2024-04-28,65.0,37.67,64.65,20.02,6.57,0.81,35.04,22.57,mean_of_source_observations,33.7,59,15.3,1004.2,78.0,72.0,72.0,74.0,74.0,76.0,6,4,0.8887010478292915,-0.45848712914008766
"Fort William, Kolkata - WBPCB",2024-04-29,76.0,30.34,75.99,23.32,9.06,0.8,24.54,21.42,mean_of_source_observations,34.1,53,20.7,1004.6,65.0,78.0,72.0,71.66666666666667,72.85714285714286,61.0,0,4,0.8806828564301475,-0.47370635037968
"Fort William, Kolkata - WBPCB",2024-04-30,61.0,35.98,53.48,17.47,9.17,0.72,28.29,27.59,mean_of_source_observations,35.0,52,22.8,1000.4,76.0,65.0,78.0,73.0,73.42857142857143,66.0,1,4,0.8724040568049612,-0.48878539428899265
"Fort William, Kolkata - WBPCB",2024-05-01,66.0,25.32,65.46,24.8,7.74,0.67,26.28,20.06,mean_of_source_observations,35.0,47,21.2,999.8,61.0,76.0,65.0,67.33333333333333,72.42857142857143,60.0,2,5,0.8638670987837349,-0.503719798736334
"Fort William, Kolkata - WBPCB",2024-05-02,60.0,35.63,54.21,16.34,8.72,0.76,24.86,30.06,mean_of_source_observations,33.6,64,25.6,1000.3,66.0,61.0,76.0,67.66666666666667,70.0,78.0,3,5,0.8550745085896932,-0.518505144391157
"Fort William, Kolkata - WBPCB",2024-05-03,78.0,32.22,77.78,16.17,8.07,0.77,29.71,24.35,mean_of_source_observations,33.1,61,16.1,1004.0,60.0,66.0,61.0,62.333333333333336,68.28571428571429,74.0,4,5,0.8460288880917339,-0.533137056031809
"Fort William, Kolkata - WBPCB",2024-05-04,74.0,23.91,73.54,17.64,8.34,0.64,25.03,17.92,mean_of_source_observations,32.4,70,21.8,1004.5,78.0,60.0,66.0,68.0,69.14285714285714,63.0,5,5,0.8367329140344921,-0.5476112038402312
"Fort William, Kolkata - WBPCB",2024-05-05,63.0,32.89,62.69,25.96,11.76,0.65,28.06,24.67,mean_of_source_observations,32.1,71,26.8,1002.0,74.0,78.0,60.0,70.66666666666667,68.57142857142857,68.0,6,5,0.8271893372462497,-0.5619233046832195
"Fort William, Kolkata - WBPCB",2024-05-06,68.0,28.48,66.94,14.85,7.26,0.73,30.87,26.57,mean_of_source_observations,30.1,79,34.4,1004.1,63.0,74.0,78.0,71.66666666666667,68.28571428571429,68.0,0,5,0.8174009818249189,-0.5760691233798758
"Fort William, Kolkata - WBPCB",2024-05-07,68.0,40.43,60.0,13.86,8.82,0.74,22.76,23.8,mean_of_source_observations,28.5,77,25.0,1008.1,68.0,63.0,74.0,68.33333333333333,67.14285714285714,69.0,1,5,0.8073707443023492,-0.5900444739548627
"Fort William, Kolkata - WBPCB",2024-05-08,69.0,31.13,68.85,20.89,9.49,0.79,29.51,33.77,mean_of_source_observations,26.7,82,17.4,1009.0,68.0,68.0,63.0,66.33333333333333,68.14285714285714,72.0,2,5,0.7971015927871943,-0.6038452208771035
"Fort William, Kolkata - WBPCB",2024-05-09,72.0,40.55,70.98,19.04,10.28,0.71,21.18,24.42,mean_of_source_observations,26.7,86,16.5,1007.9,69.0,68.0,68.0,68.33333333333333,68.57142857142857,61.0,3,5,0.7865965660866021,-0.6174672802835514
"Fort William, Kolkata - WBPCB",2024-05-10,61.0,32.87,60.13,12.93,8.41,0.84,21.08,22.18,mean_of_source_observations,26.8,86,12.7,1008.3,72.0,69.0,68.0,69.66666666666667,70.28571428571429,68.0,4,5,0.7758587728069828,-0.6309066211876704
"Fort William, Kolkata - WBPCB",2024-05-11,68.0,25.1,67.01,18.2,9.34,0.78,24.53,19.7,mean_of_source_observations,28.1,85,19.9,1008.6,61.0,72.0,69.0,67.33333333333333,67.85714285714286,58.0,5,5,0.7648913904341226,-0.6441592666722685
"Fort William, Kolkata - WBPCB",2024-05-12,58.0,30.18,57.23,19.91,9.06,0.76,26.7,22.33,mean_of_source_observations,27.9,83,15.8,1008.9,68.0,61.0,72.0,67.0,67.0,61.0,6,5,0.753697664392914,-0.6572212950663319
"Fort William, Kolkata - WBPCB",2024-05-13,61.0,29.53,60.62,16.38,7.74,0.74,25.75,26.16,mean_of_source_observations,29.2,78,13.2,1008.3,58.0,68.0,61.0,62.333333333333336,66.28571428571429,65.0,0,5,0.742280907086982,-0.6700888411055113
"Fort William, Kolkata - WBPCB",2024-05-14,65.0,32.06,64.16,18.16,8.44,0.75,22.57,23.17,mean_of_source_observations,29.7,81,12.0,1008.2,61.0,58.0,68.0,62.333333333333336,65.28571428571429,68.0,1,5,0.7306444969184916,-0.6827580970759147
"Fort William, Kolkata - WBPCB",2024-05-15,68.0,20.44,67.7,16.86,8.21,0.7,27.06,21.23,mean_of_source_observations,30.4,75,12.4,1008.7,65.0,61.0,58.0,61.333333333333336,64.85714285714286,57.0,2,5,0.7187918772884232,-0.6952253139408722
"Fort William, Kolkata - WBPCB",2024-05-17,,,,13.17,8.14,0.71,22.71,23.29,mean_of_source_observations,31.8,73,19.4,1005.8,57.0,68.0,65.0,63.333333333333336,62.57142857142857,65.0,4,5,0.6944521021088763,-0.719538934232584
"Fort William, Kolkata - WBPCB",2024-05-25,70.0,22.49,69.02,11.01,7.08,0.67,22.09,24.63,mean_of_source_observations,31.2,75,16.0,998.6,65.0,53.0,73.0,63.666666666666664,64.57142857142857,71.0,5,5,0.5891760872322963,-0.8080046647350754
"Fort William, Kolkata - WBPCB",2024-05-26,71.0,25.68,70.47,13.72,9.8,0.82,23.13,22.93,mean_of_source_observations,27.9,87,43.2,992.9,70.0,65.0,53.0,62.666666666666664,65.28571428571429,56.0,6,5,0.5751899607119775,-0.8180198708443175
"Fort William, Kolkata - WBPCB",2024-05-27,56.0,24.69,55.37,15.54,9.78,0.72,26.51,21.61,mean_of_source_observations,26.9,90,45.1,987.0,71.0,70.0,65.0,68.66666666666667,66.0,48.0,0,5,0.5610336262283677,-0.8277930117131022
"Fort William, Kolkata - WBPCB",2024-05-28,48.0,18.91,47.89,12.86,8.04,0.66,23.77,25.3,mean_of_source_observations,30.7,81,22.9,996.4,56.0,71.0,70.0,65.66666666666667,63.857142857142854,57.0,1,5,0.5467112728685939,-0.8373211953118121
"Fort William, Kolkata - WBPCB",2024-05-29,57.0,33.56,43.94,16.74,7.76,0.78,26.84,25.11,mean_of_source_observations,31.9,83,31.1,997.7,48.0,56.0,71.0,58.333333333333336,62.285714285714285,53.0,2,5,0.5322271388474397,-0.8466016020976267
"Fort William, Kolkata - WBPCB",2024-05-30,53.0,18.38,51.66,11.28,6.88,0.59,21.1,28.55,mean_of_source_observations,31.7,80,30.3,1000.1,57.0,48.0,56.0,53.666666666666664,60.0,41.0,3,5,0.5175855102531889,-0.8556314858488706
"Fort William, Kolkata - WBPCB",2024-05-31,41.0,15.53,40.76,7.68,6.91,0.64,22.7,26.7,mean_of_source_observations,30.8,82,28.2,1001.9,53.0,57.0,48.0,52.666666666666664,60.0,48.0,4,5,0.5027907197793043,-0.8644081744776648
"Fort William, Kolkata - WBPCB",2024-06-01,48.0,27.6,48.15,9.7,8.27,0.76,25.11,24.0,mean_of_source_observations,30.7,83,23.6,1003.3,41.0,53.0,57.0,50.333333333333336,56.57142857142857,41.0,5,6,0.4878471454423119,-0.8729290708206411
"Fort William, Kolkata - WBPCB",2024-06-02,41.0,24.51,40.05,11.78,4.99,0.77,23.88,25.51,mean_of_source_observations,31.2,81,21.6,1003.9,48.0,41.0,53.0,47.333333333333336,53.42857142857143,57.0,6,6,0.47275920928627757,-0.881191653407483
"Fort William, Kolkata - WBPCB",2024-06-03,57.0,23.61,55.67,18.75,8.98,0.7,25.67,23.45,mean_of_source_observations,31.0,78,21.3,1003.3,41.0,48.0,41.0,43.333333333333336,49.142857142857146,62.0,0,6,0.4575313760742512,-0.8891934772070711
"Fort William, Kolkata - WBPCB",2024-06-04,62.0,18.59,61.05,15.29,9.66,0.73,29.18,24.39,mean_of_source_observations,31.4,79,19.6,1003.2,57.0,41.0,48.0,48.666666666666664,49.285714285714285,52.0,1,6,0.44216815196707204,-0.8969321743510065
"Fort William, Kolkata - WBPCB",2024-06-05,52.0,14.76,51.21,6.89,8.25,0.61,23.34,31.2,mean_of_source_observations,31.5,80,21.1,1003.5,62.0,57.0,41.0,53.333333333333336,51.285714285714285,64.0,2,6,0.42667408318992467,-0.9044054548343001
