station,date,aqi,pm25_ug_m3,pm10_ug_m3,no2_ug_m3,so2_ug_m3,co_mg_m3,o3_ug_m3,nh3_ug_m3,daily_aqi_definition,temperature_2m_mean,relative_humidity_2m_mean,wind_speed_10m_max,pressure_msl_mean,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_rolling_mean_3,aqi_rolling_mean_7,aqi_next_day,day_of_week,month,day_of_year_sin,day_of_year_cos
"Ballygunge, Kolkata - WBPCB",2024-01-08,306.0,127.41,213.73,57.84,19.23,1.72,71.49,60.44,mean_of_source_observations,19.5,80,13.3,1017.5,304.0,276.0,297.0,292.3333333333333,257.57142857142856,266.0,0,1,0.13718540405660057,0.9905453876091833
"Ballygunge, Kolkata - WBPCB",2024-01-09,266.0,109.73,182.55,60.63,12.97,1.61,75.05,57.29,mean_of_source_observations,19.0,77,10.1,1016.6,306.0,304.0,276.0,295.3333333333333,266.7142857142857,272.0,1,1,0.1542040475626894,0.988039023376751
"Ballygunge, Kolkata - WBPCB",2024-01-10,272.0,111.51,203.43,86.07,12.53,2.08,83.2,68.99,mean_of_source_observations,19.9,76,8.7,1015.0,266.0,306.0,304.0,292.0,272.85714285714283,268.0,2,1,0.17117705961019986,0.985240282501282
"Ballygunge, Kolkata - WBPCB",2024-01-11,268.0,110.29,200.29,63.88,14.39,2.81,78.06,73.87,mean_of_source_observations,19.2,76,12.1,1016.3,272.0,266.0,306.0,281.3333333333333,281.7142857142857,244.0,3,1,0.18809941761179758,0.9821499931752291
"Ballygunge, Kolkata - WBPCB",2024-01-12,244.0,103.24,179.16,44.77,14.41,0.82,80.86,51.0,mean_of_source_observations,16.6,76,15.3,1016.2,268.0,272.0,266.0,268.6666666666667,284.14285714285717,302.0,4,1,0.20496611396949532,0.9787690698649216
"Ballygunge, Kolkata - WBPCB",2024-01-13,302.0,123.0,206.88,64.29,16.67,1.37,67.23,46.85,mean_of_source_observations,16.0,75,11.8,1015.9,244.0,268.0,272.0,261.3333333333333,276.57142857142856,330.0,5,1,0.22177215755648186,0.975098513039961
"Ballygunge, Kolkata - WBPCB",2024-01-14,330.0,158.87,260.62,54.83,15.55,1.43,83.49,42.76,mean_of_source_observations,15.7,77,10.6,1015.4,302.0,244.0,268.0,271.3333333333333,280.2857142857143,315.0,6,1,0.23851257519407648,0.9711394088771653
"Ballygunge, Kolkata - WBPCB",2024-01-15,315.0,139.88,237.58,42.1,11.3,1.18,59.43,39.36,mean_of_source_observations,15.5,81,10.8,1015.0,330.0,302.0,244.0,292.0,284.0,289.0,0,1,0.2551824131233728,0.9668929289391521
"Ballygunge, Kolkata - WBPCB",2024-01-16,289.0,116.59,204.1,51.77,10.29,1.32,59.73,39.96,mean_of_source_observations,16.6,77,9.0,1014.5,315.0,330.0,302.0,315.6666666666667,285.2857142857143,230.0,1,1,0.2717767384711357,0.9623603298276545
"Ballygunge, Kolkata - WBPCB",2024-01-17,230.0,99.03,166.28,48.55,7.88,1.36,35.79,33.97,mean_of_source_observations,17.7,78,9.7,1014.8,289.0,315.0,330.0,311.3333333333333,288.57142857142856,244.0,2,1,0.2882906407095177,0.9575429528116719
"Ballygunge, Kolkata - WBPCB",2024-01-18,244.0,103.19,162.98,51.12,11.97,0.82,31.74,24.35,mean_of_source_observations,17.3,91,13.4,1014.8,230.0,289.0,315.0,278.0,282.57142857142856,204.0,3,1,0.3047192331091634,0.9524422234305676
"Ballygunge, Kolkata - WBPCB",2024-01-19,204.0,91.11,145.82,51.52,9.93,0.87,44.6,25.1,mean_of_source_observations,18.3,85,10.1,1016.2,244.0,230.0,289.0,254.33333333333334,279.14285714285717,304.0,4,1,0.321057654185271,0.9470596510722283
"Ballygunge, Kolkata - WBPCB",2024-01-20,304.0,124.94,212.54,68.81,13.07,1.72,55.5,23.19,mean_of_source_observations,17.6,79,8.4,1016.4,204.0,244.0,230.0,226.0,273.42857142857144,322.0,5,1,0.3373010691361842,0.9413968285264122
"Ballygunge, Kolkata - WBPCB",2024-01-21,322.0,147.98,253.63,84.82,11.57,2.13,46.17,25.65,mean_of_source_observations,17.3,84,8.5,1016.1,304.0,204.0,244.0,250.66666666666666,273.7142857142857,313.0,6,1,0.3534446712740877,0.9354554315134164
"Ballygunge, Kolkata - WBPCB",2024-01-22,313.0,137.2,236.85,66.28,12.85,1.45,58.93,41.52,mean_of_source_observations,15.7,79,11.9,1018.2,322.0,304.0,204.0,276.6666666666667,272.57142857142856,310.0,0,1,0.3694836834473831,0.9292372181882051
"Ballygunge, Kolkata - WBPCB",2024-01-23,310.0,132.69,237.13,80.46,16.3,1.77,77.39,56.14,mean_of_source_observations,16.5,76,10.2,1016.8,313.0,322.0,304.0,313.0,272.2857142857143,275.0,1,1,0.38541335945432564,0.9227440286201427
"Ballygunge, Kolkata - WBPCB",2024-01-24,275.0,112.5,184.87,52.64,13.35,2.0,56.63,47.33,mean_of_source_observations,17.7,80,9.6,1016.9,310.0,313.0,322.0,315.0,275.2857142857143,266.0,2,1,0.4012289854475009,0.9159777842484877
"Ballygunge, Kolkata - WBPCB",2024-01-25,266.0,109.74,199.63,68.32,13.4,2.34,65.18,52.81,mean_of_source_observations,17.3,83,10.5,1018.7,275.0,310.0,313.0,299.3333333333333,281.7142857142857,307.0,3,1,0.4169258813287287,0.908940487313808
"Ballygunge, Kolkata - WBPCB",2024-01-26,307.0,129.29,209.15,62.21,13.76,2.47,78.62,51.19,mean_of_source_observations,17.2,73,12.5,1019.6,266.0,275.0,310.0,283.6666666666667,284.85714285714283,229.0,4,1,0.4324994021339788,0.901634220265486
"Ballygunge, Kolkata - WBPCB",2024-01-27,229.0,98.85,167.77,79.29,12.44,1.9,73.71,56.75,mean_of_source_observations,16.4,71,12.6,1019.3,307.0,266.0,275.0,282.6666666666667,299.57142857142856,284.0,5,1,0.44794493940789115,0.8940611451454876
"Ballygunge, Kolkata - WBPCB",2024-01-28,284.0,115.18,198.97,81.66,13.58,2.83,79.49,69.47,mean_of_source_observations,16.6,74,11.0,1018.8,229.0,307.0,266.0,267.3333333333333,288.85714285714283,228.0,6,1,0.4632579225674917,0.88622350294858
"Ballygunge, Kolkata - WBPCB",2024-01-29,228.0,98.28,175.5,66.47,18.03,1.43,87.18,48.43,mean_of_source_observations,17.9,74,9.5,1017.2,284.0,229.0,307.0,273.3333333333333,283.42857142857144,131.0,0,1,0.4784338202547012,0.8781236129591848
"Ballygunge, Kolkata - WBPCB",2024-01-30,131.0,69.2,125.59,39.24,21.97,1.02,88.48,37.47,mean_of_source_observations,19.7,82,12.5,1015.8,228.0,284.0,229.0,247.0,271.2857142857143,103.0,1,1,0.49346814167723735,0.8697638720650646
"Ballygunge, Kolkata - WBPCB",2024-01-31,103.0,58.32,103.75,34.04,15.9,0.54,74.67,34.66,mean_of_source_observations,20.1,88,12.4,1015.7,131.0,228.0,284.0,214.33333333333334,245.71428571428572,102.0,2,1,0.5083564379375122,0.8611467540480452
"Ballygunge, Kolkata - WBPCB",2024-02-01,102.0,60.53,101.86,50.94,5.6,1.34,25.55,40.54,mean_of_source_observations,20.5,91,12.5,1015.9,103.0,131.0,228.0,154.0,221.14285714285714,121.0,3,2,0.5230943033491326,0.8522748088519838
"Ballygunge, Kolkata - WBPCB",2024-02-02,121.0,66.43,108.51,51.33,15.77,1.15,67.16,35.32,mean_of_source_observations,20.7,85,10.3,1015.1,102.0,103.0,131.0,112.0,197.71428571428572,138.0,4,2,0.5376773767406141,0.8431506618282
"Ballygunge, Kolkata - WBPCB",2024-02-03,138.0,71.43,130.4,56.73,16.51,1.15,89.69,32.2,mean_of_source_observations,20.6,74,13.2,1016.2,121.0,102.0,103.0,108.66666666666667,171.14285714285714,164.0,5,2,0.5521013427459208,0.8337770129585915
"Ballygunge, Kolkata - WBPCB",2024-02-04,164.0,79.09,150.4,63.72,16.96,1.26,87.73,29.98,mean_of_source_observations,19.9,73,11.4,1017.3,138.0,121.0,102.0,120.33333333333333,158.14285714285714,143.0,6,2,0.5663619330814524,0.8241566360566663
"Ballygunge, Kolkata - WBPCB",2024-02-05,143.0,72.97,141.73,61.24,14.65,1.35,96.68,35.83,mean_of_source_observations,21.2,79,9.3,1016.6,164.0,138.0,121.0,141.0,141.0,118.0,0,2,0.580454927809098,0.8142923779467267
"Ballygunge, Kolkata - WBPCB",2024-02-06,118.0,65.48,119.72,38.35,12.07,0.76,42.0,35.11,mean_of_source_observations,23.0,87,13.2,1015.7,143.0,164.0,138.0,148.33333333333334,128.85714285714286,113.0,1,2,0.5943761565849831,0.804187157621448
"Ballygunge, Kolkata - WBPCB",2024-02-07,113.0,60.25,119.54,50.74,12.29,0.68,70.65,29.6,mean_of_source_observations,21.5,78,12.7,1016.1,118.0,143.0,164.0,141.66666666666666,127.0,110.0,2,2,0.6081214998935418,0.7938439653781019
"Ballygunge, Kolkata - WBPCB",2024-02-08,110.0,54.37,115.26,65.38,16.53,0.82,76.83,56.91,mean_of_source_observations,19.6,60,11.3,1016.3,113.0,118.0,143.0,124.66666666666667,128.42857142857142,110.0,3,2,0.6216868902665479,0.7832658619336791
"Ballygunge, Kolkata - WBPCB",2024-02-09,110.0,58.33,115.62,59.85,19.01,0.85,48.63,60.2,mean_of_source_observations,18.2,63,12.3,1018.6,110.0,113.0,118.0,113.66666666666667,129.57142857142858,212.0,4,2,0.6350683134867438,0.7724559775191742
"Ballygunge, Kolkata - WBPCB",2024-02-10,212.0,93.57,167.42,73.91,21.81,1.5,48.92,63.47,mean_of_source_observations,18.5,66,12.4,1018.8,110.0,110.0,113.0,111.0,128.0,209.0,5,2,0.6482618097757122,0.7614175109532997
"Ballygunge, Kolkata - WBPCB",2024-02-11,209.0,92.63,177.57,88.75,18.61,2.07,47.69,91.05,mean_of_source_observations,20.3,64,10.5,1018.8,212.0,110.0,110.0,144.0,138.57142857142858,264.0,6,2,0.6612634749656386,0.7501537286959042
"Ballygunge, Kolkata - WBPCB",2024-02-12,264.0,109.19,209.69,111.17,21.82,2.51,46.97,108.21,mean_of_source_observations,21.4,63,9.7,1018.7,209.0,212.0,110.0,177.0,145.0,236.0,0,2,0.6740694616546161,0.7386679638813748
"Ballygunge, Kolkata - WBPCB",2024-02-13,236.0,100.7,195.13,87.21,23.05,1.65,52.36,51.61,mean_of_source_observations,22.6,70,9.0,1017.9,264.0,209.0,212.0,228.33333333333334,162.28571428571428,213.0,1,2,0.6866759803451553,0.726963615332308
"Ballygunge, Kolkata - WBPCB",2024-02-14,213.0,94.0,176.16,64.78,21.34,1.61,46.09,48.16,mean_of_source_observations,22.3,73,9.8,1016.5,236.0,264.0,209.0,236.33333333333334,179.14285714285714,243.0,2,2,0.6990793005655562,0.7150441465537444
"Ballygunge, Kolkata - WBPCB",2024-02-15,243.0,102.8,186.94,64.89,25.89,1.84,44.88,50.56,mean_of_source_observations,22.5,76,20.5,1016.9,213.0,236.0,264.0,237.66666666666666,193.42857142857142,183.0,3,2,0.7112757519738152,0.7029130847082615
"Ballygunge, Kolkata - WBPCB",2024-02-16,183.0,84.92,157.43,52.74,24.93,1.14,41.39,45.85,mean_of_source_observations,22.9,75,10.8,1017.1,243.0,213.0,236.0,230.66666666666666,212.42857142857142,192.0,4,2,0.7232617254437388,0.6905740195722294
"Ballygunge, Kolkata - WBPCB",2024-02-17,192.0,87.69,164.73,62.31,16.9,1.65,49.33,78.8,mean_of_source_observations,21.7,72,11.5,1014.2,183.0,243.0,213.0,213.0,222.85714285714286,138.0,5,2,0.7350336741329412,0.6780306024735382
"Ballygunge, Kolkata - WBPCB",2024-02-18,138.0,71.48,129.12,37.58,20.45,1.22,50.57,85.92,mean_of_source_observations,22.9,74,9.5,1013.5,192.0,183.0,243.0,206.0,220.0,80.0,6,2,0.746588114532413,0.6652865452111116
"Ballygunge, Kolkata - WBPCB",2024-02-19,80.0,47.76,80.46,25.75,19.07,0.35,36.08,59.72,mean_of_source_observations,24.0,82,11.0,1013.4,138.0,192.0,183.0,171.0,209.85714285714286,79.0,0,2,0.7579216274973472,0.6523456189565257
"Ballygunge, Kolkata - WBPCB",2024-02-20,79.0,40.01,78.93,19.72,9.88,0.56,28.05,48.13,mean_of_source_observations,25.2,82,18.9,1011.0,80.0,138.0,192.0,136.66666666666666,183.57142857142858,95.0,1,2,0.7690308592589181,0.6392116531380588
"Ballygunge, Kolkata - WBPCB",2024-02-21,95.0,44.61,95.25,40.7,13.36,1.11,37.94,55.48,mean_of_source_observations,25.0,77,10.5,1009.6,79.0,80.0,138.0,99.0,161.14285714285714,132.0,2,2,0.7799125224167177,0.6258885343075018
"Ballygunge, Kolkata - WBPCB",2024-02-22,132.0,69.61,136.69,39.79,10.95,1.21,24.46,44.37,mean_of_source_observations,24.7,82,16.7,1009.6,95.0,79.0,80.0,84.66666666666667,144.28571428571428,79.0,3,2,0.7905633969115482,0.612380204990065
"Ballygunge, Kolkata - WBPCB",2024-02-23,79.0,45.11,79.39,44.3,11.34,0.91,37.15,32.1,mean_of_source_observations,23.2,74,18.7,1012.8,132.0,95.0,79.0,102.0,128.42857142857142,111.0,4,2,0.8009803309782905,0.5986906625177214
"Ballygunge, Kolkata - WBPCB",2024-02-24,111.0,57.45,117.12,52.98,17.24,0.82,41.76,33.77,mean_of_source_observations,22.9,71,15.5,1014.5,79.0,132.0,95.0,102.0,113.57142857142857,86.0,5,2,0.8111602420785621,0.5848239578463322
"Ballygunge, Kolkata - WBPCB",2024-02-25,86.0,48.79,86.26,38.33,12.74,0.84,38.46,32.63,mean_of_source_observations,21.1,70,19.1,1015.7,111.0,79.0,132.0,107.33333333333333,102.0,101.0,6,2,0.8211001178128892,0.5707841943569036
"Ballygunge, Kolkata - WBPCB",2024-02-26,101.0,49.33,101.26,48.99,17.49,0.99,47.2,41.07,mean_of_source_observations,22.3,65,11.2,1015.9,86.0,111.0,79.0,92.0,94.57142857142857,125.0,0,2,0.8307970168121247,0.5565755266413303
"Ballygunge, Kolkata - WBPCB",2024-02-27,125.0,65.99,137.82,67.94,28.67,1.38,54.54,55.7,mean_of_source_observations,22.8,64,8.2,1014.6,101.0,86.0,111.0,99.33333333333333,97.57142857142857,132.0,1,2,0.8402480696078469,0.5422021592729844
"Ballygunge, Kolkata - WBPCB",2024-02-28,132.0,69.62,135.04,50.2,23.8,1.39,44.96,50.5,mean_of_source_observations,23.8,72,10.5,1012.8,125.0,101.0,86.0,104.0,104.14285714285714,149.0,2,2,0.8494504794814806,0.527668345562516
"Ballygunge, Kolkata - WBPCB",2024-02-29,149.0,74.55,149.45,75.8,21.93,1.46,46.66,57.52,mean_of_source_observations,23.9,66,9.7,1013.3,132.0,125.0,101.0,119.33333333333333,109.42857142857143,131.0,3,2,0.8584015232918917,0.512978386299228
"Ballygunge, Kolkata - WBPCB",2024-03-01,131.0,69.29,143.07,62.36,22.65,0.92,62.57,57.94,mean_of_source_observations,24.0,65,9.9,1014.0,149.0,132.0,125.0,135.33333333333334,111.85714285714286,145.0,4,3,0.8670985522812081,0.4981366284784055
"Ballygunge, Kolkata - WBPCB",2024-03-02,145.0,73.43,150.09,58.07,15.11,0.97,63.14,55.77,mean_of_source_observations,24.8,69,8.9,1013.0,131.0,149.0,132.0,137.33333333333334,119.28571428571429,111.0,5,3,0.8755389928586302,0.4831474640149687
"Ballygunge, Kolkata - WBPCB",2024-03-03,111.0,58.49,115.82,31.92,12.32,0.84,48.37,46.32,mean_of_source_observations,25.7,75,7.7,1012.3,145.0,131.0,149.0,141.66666666666666,124.14285714285714,110.0,6,3,0.8837203473619977,0.4680153284438345
"Ballygunge, Kolkata - WBPCB",2024-03-04,110.0,57.4,114.94,35.66,13.26,0.8,43.03,45.29,mean_of_source_observations,25.3,69,21.7,1012.3,111.0,145.0,131.0,129.0,127.71428571428571,104.0,0,3,0.8916401947968874,0.45274469960737107
"Ballygunge, Kolkata - WBPCB",2024-03-05,104.0,55.24,106.15,40.13,15.3,0.75,50.41,46.72,mean_of_source_observations,25.4,73,11.4,1012.4,110.0,111.0,145.0,122.0,129.0,109.0,1,3,0.8992961915530253,0.4373400963303323
"Ballygunge, Kolkata - WBPCB",2024-03-06,109.0,51.74,113.63,58.24,14.75,0.81,57.89,44.32,mean_of_source_observations,23.8,64,12.6,1012.7,104.0,110.0,111.0,108.33333333333333,126.0,124.0,2,3,0.9066860720977985,0.4218060770826634
"Ballygunge, Kolkata - WBPCB",2024-03-07,124.0,61.5,135.48,72.46,17.63,0.87,46.71,46.29,mean_of_source_observations,23.8,64,11.0,1012.0,109.0,104.0,110.0,107.66666666666667,122.71428571428571,118.0,3,3,0.9138076496466615,0.40614723863057883
"Ballygunge, Kolkata - WBPCB",2024-03-08,118.0,61.56,127.18,74.16,21.1,1.19,50.14,47.97,mean_of_source_observations,24.1,54,12.6,1012.3,124.0,109.0,104.0,112.33333333333333,119.14285714285714,126.0,4,3,0.9206588168102428,0.3903682146763026
"Ballygunge, Kolkata - WBPCB",2024-03-09,126.0,66.88,138.78,80.8,17.34,2.21,49.71,73.41,mean_of_source_observations,23.3,55,11.5,1013.4,118.0,124.0,109.0,117.0,117.28571428571429,141.0,5,3,0.9272375462179537,0.374473674486883
"Ballygunge, Kolkata - WBPCB",2024-03-10,141.0,72.32,138.47,67.44,20.0,1.28,67.64,40.83,mean_of_source_observations,23.3,56,11.2,1014.8,126.0,118.0,124.0,122.66666666666667,114.57142857142857,130.0,6,3,0.9335418911179212,0.35846832151248087
"Ballygunge, Kolkata - WBPCB",2024-03-11,130.0,69.03,139.3,67.21,21.69,1.25,73.43,44.61,mean_of_source_observations,24.6,56,10.7,1014.1,141.0,126.0,118.0,128.33333333333334,118.85714285714286,110.0,0,3,0.9395699859530622,0.342356891994542
"Ballygunge, Kolkata - WBPCB",2024-03-12,110.0,52.48,115.05,,6.17,0.7,64.45,,mean_of_source_observations,27.1,76,13.5,1011.5,130.0,141.0,126.0,132.33333333333334,121.71428571428571,75.0,1,3,0.945320046913132,0.3261441535642696
"Ballygunge, Kolkata - WBPCB",2024-03-13,75.0,37.5,75.0,,3.19,0.55,44.8,,mean_of_source_observations,27.7,74,15.2,1011.3,110.0,130.0,141.0,127.0,122.57142857142857,76.0,2,3,0.9507903724625832,0.3098349038318025
"Ballygunge, Kolkata - WBPCB",2024-03-14,76.0,36.82,75.63,52.39,3.18,0.51,38.8,60.9,mean_of_source_observations,26.1,85,18.7,1011.1,75.0,110.0,130.0,105.0,117.71428571428571,87.0,3,3,0.9559793438440766,0.2934339689665273
"Ballygunge, Kolkata - WBPCB",2024-03-15,87.0,40.85,86.75,53.43,6.28,0.52,57.69,44.1,mean_of_source_observations,26.6,81,21.0,1011.6,76.0,75.0,110.0,87.0,110.85714285714286,67.0,4,3,0.9608854255574977,0.27694620226893646
"Ballygunge, Kolkata - WBPCB",2024-03-16,67.0,37.25,67.11,18.47,4.73,0.49,41.99,41.84,mean_of_source_observations,26.9,83,12.4,1013.0,87.0,76.0,75.0,79.33333333333333,106.42857142857143,77.0,5,3,0.9655071658143364,0.2603764827344581
"Ballygunge, Kolkata - WBPCB",2024-03-17,77.0,41.75,76.67,31.21,10.13,0.72,65.46,44.15,mean_of_source_observations,25.9,82,9.5,1012.9,67.0,87.0,76.0,76.66666666666667,98.0,101.0,6,3,0.969843196967294,0.24372971360968387
"Ballygunge, Kolkata - WBPCB",2024-03-18,101.0,56.43,101.47,44.54,14.12,0.75,57.39,52.72,mean_of_source_observations,25.6,85,12.8,1012.1,77.0,67.0,87.0,77.0,88.85714285714286,89.0,0,3,0.9738922359149924,0.22701082094141847
"Ballygunge, Kolkata - WBPCB",2024-03-19,89.0,42.02,89.02,38.24,21.78,0.77,54.05,46.0,mean_of_source_observations,25.7,80,21.1,1012.1,101.0,77.0,67.0,81.66666666666667,84.71428571428571,37.0,1,3,0.9776530844816641,0.2102247521189836
"Ballygunge, Kolkata - WBPCB",2024-03-20,37.0,20.33,37.14,24.23,6.89,0.31,35.26,44.79,mean_of_source_observations,21.2,90,11.0,1013.8,89.0,101.0,77.0,89.0,81.71428571428571,62.0,2,3,0.981124629771712,0.19337647441020586
"Ballygunge, Kolkata - WBPCB",2024-03-21,62.0,27.33,51.92,25.27,8.79,0.73,62.18,30.63,mean_of_source_observations,21.3,87,8.7,1013.0,37.0,89.0,101.0,75.66666666666667,76.28571428571429,103.0,3,3,0.984305844499033,0.17647097349152166
"Ballygunge, Kolkata - WBPCB",2024-03-22,103.0,54.46,104.85,27.32,11.83,0.98,64.03,29.43,mean_of_source_observations,22.9,80,8.2,1010.0,62.0,37.0,89.0,62.666666666666664,74.28571428571429,94.0,4,3,0.9871957872910085,0.15951325197263655
"Ballygunge, Kolkata - WBPCB",2024-03-23,94.0,52.86,93.94,10.32,11.91,1.05,36.78,18.85,mean_of_source_observations,25.3,80,16.6,1008.5,103.0,62.0,37.0,67.33333333333333,76.57142857142857,56.0,5,3,0.9897936029670716,0.14250832791617088
"Ballygunge, Kolkata - WBPCB",2024-03-24,56.0,31.56,55.71,14.57,9.24,0.47,32.55,18.97,mean_of_source_observations,27.9,81,19.4,1009.9,94.0,103.0,62.0,86.33333333333333,80.42857142857143,53.0,6,3,0.992098522791769,0.12546123335273648
"Ballygunge, Kolkata - WBPCB",2024-03-25,53.0,31.15,53.38,41.31,4.91,0.5,28.5,41.7,mean_of_source_observations,27.0,84,16.6,1010.4,56.0,94.0,103.0,84.33333333333333,77.42857142857143,46.0,0,3,0.9941098647022418,0.10837701279187609
"Ballygunge, Kolkata - WBPCB",2024-03-26,46.0,27.85,45.96,31.85,8.31,0.44,33.93,37.8,mean_of_source_observations,27.2,81,10.8,1011.2,53.0,56.0,94.0,67.66666666666667,70.57142857142857,60.0,1,3,0.9958270335100595,0.09126072172931188
"Ballygunge, Kolkata - WBPCB",2024-03-27,60.0,32.19,59.56,29.13,5.56,0.6,30.99,40.25,mean_of_source_observations,28.1,79,15.0,1012.1,46.0,53.0,56.0,51.666666666666664,64.42857142857143,78.0,2,3,0.9972495210773451,0.07411742515094437
"Ballygunge, Kolkata - WBPCB",2024-03-28,78.0,41.97,78.45,37.87,6.55,0.82,36.12,32.0,mean_of_source_observations,28.0,79,17.8,1009.5,60.0,46.0,53.0,53.0,67.71428571428571,75.0,3,3,0.998376906467142,0.056952196034039754
"Ballygunge, Kolkata - WBPCB",2024-03-29,75.0,41.92,74.94,15.47,3.67,0.82,32.94,15.9,mean_of_source_observations,28.6,83,16.9,1008.3,78.0,60.0,46.0,61.333333333333336,70.0,62.0,4,3,0.9992088560679753,0.03977011384605572
"Ballygunge, Kolkata - WBPCB",2024-03-30,62.0,34.91,62.32,19.43,2.59,0.66,29.16,15.18,mean_of_source_observations,29.3,79,17.8,1009.3,75.0,78.0,60.0,71.0,66.0,74.0,5,3,0.9997451236925734,0.022576263041545485
"Ballygunge, Kolkata - WBPCB",2024-03-31,74.0,36.33,73.92,16.64,4.09,0.59,31.13,14.48,mean_of_source_observations,28.8,81,20.6,1008.8,62.0,75.0,78.0,71.66666666666667,61.42857142857143,83.0,6,3,0.9999855506507186,0.005375731557583884
"Ballygunge, Kolkata - WBPCB",2024-04-01,83.0,46.99,82.87,25.93,13.02,0.69,56.03,21.54,mean_of_source_observations,30.3,64,13.9,1005.5,74.0,62.0,75.0,70.33333333333333,64.0,104.0,0,4,0.9999300657962057,-0.011826390691832589
"Ballygunge, Kolkata - WBPCB",2024-04-02,104.0,46.83,103.27,29.42,9.09,0.6,102.62,32.42,mean_of_source_observations,30.1,69,13.2,1005.2,83.0,74.0,62.0,73.0,68.28571428571429,96.0,1,4,0.9995786855478958,-0.029025013321975237
"Ballygunge, Kolkata - WBPCB",2024-04-03,96.0,44.31,94.29,23.81,10.44,0.38,96.02,30.56,mean_of_source_observations,30.2,75,15.6,1007.3,104.0,83.0,74.0,87.0,76.57142857142857,63.0,2,4,0.9989315138848577,-0.046215046983708354
"Ballygunge, Kolkata - WBPCB",2024-04-04,63.0,37.23,62.51,13.97,3.23,0.42,50.81,26.14,mean_of_source_observations,30.0,82,20.8,1006.8,96.0,104.0,83.0,94.33333333333333,81.71428571428571,91.0,3,4,0.9979887423155984,-0.06339140486951038
"Ballygunge, Kolkata - WBPCB",2024-04-05,91.0,49.2,90.94,23.09,4.34,0.83,75.53,29.44,mean_of_source_observations,31.5,77,18.3,1004.9,63.0,96.0,104.0,87.66666666666667,79.57142857142857,86.0,4,4,0.9967506498213929,-0.08054900421874167
"Ballygunge, Kolkata - WBPCB",2024-04-06,86.0,51.13,86.32,17.1,6.78,0.38,54.95,27.97,mean_of_source_observations,30.7,80,19.1,1005.6,91.0,63.0,96.0,83.33333333333333,81.85714285714286,70.0,5,4,0.9952176027737294,-0.09768276782171598
"Ballygunge, Kolkata - WBPCB",2024-04-07,70.0,40.06,69.92,21.14,6.99,0.71,42.06,29.73,mean_of_source_observations,30.2,75,17.8,1006.9,86.0,91.0,63.0,80.0,85.28571428571429,71.0,6,4,0.9933900548258936,-0.11478762552212701
"Ballygunge, Kolkata - WBPCB",2024-04-08,71.0,39.6,71.14,39.96,12.92,0.62,54.98,33.13,mean_of_source_observations,27.3,70,22.1,1010.3,70.0,86.0,91.0,82.33333333333333,84.71428571428571,90.0,0,4,0.9912685467787256,-0.13185851571739118
"Ballygunge, Kolkata - WBPCB",2024-04-09,90.0,45.3,82.38,58.15,19.89,1.06,90.27,39.06,mean_of_source_observations,28.1,64,10.9,1010.0,71.0,70.0,86.0,75.66666666666667,83.0,134.0,1,4,0.9888537064205885,-0.1488903868564548
"Ballygunge, Kolkata - WBPCB",2024-04-10,134.0,70.15,131.34,63.6,19.74,1.23,88.83,40.76,mean_of_source_observations,29.1,62,14.5,1010.0,90.0,71.0,70.0,77.0,81.0,135.0,2,4,0.986146248341595,-0.16587819893463143
"Ballygunge, Kolkata - WBPCB",2024-04-11,135.0,70.51,126.55,59.79,18.4,1.12,76.66,41.47,mean_of_source_observations,27.3,72,16.6,1011.3,134.0,90.0,71.0,98.33333333333333,86.42857142857143,96.0,3,4,0.9831469737221499,-0.1828169249850199
"Ballygunge, Kolkata - WBPCB",2024-04-12,96.0,46.14,90.2,29.85,19.37,1.12,96.26,30.38,mean_of_source_observations,28.4,64,9.0,1010.5,135.0,134.0,90.0,119.66666666666667,96.71428571428571,102.0,4,4,0.9798567700958665,-0.1997015525660636
"Ballygunge, Kolkata - WBPCB",2024-04-13,102.0,52.07,99.81,31.39,18.25,0.52,101.18,30.03,mean_of_source_observations,29.4,63,9.2,1009.9,96.0,135.0,134.0,121.66666666666667,97.42857142857143,94.0,5,4,0.9762766110869321,-0.21652708524481437
"Ballygunge, Kolkata - WBPCB",2024-04-14,94.0,43.82,83.02,20.77,15.87,0.33,93.71,27.12,mean_of_source_observations,30.0,61,10.8,1009.9,102.0,96.0,135.0,111.0,99.71428571428571,98.0,6,4,0.9724075561219968,-0.23328854407545518
"Ballygunge, Kolkata - WBPCB",2024-04-15,98.0,44.82,89.75,19.9,10.29,0.36,98.04,33.23,mean_of_source_observations,31.2,64,15.4,1008.7,94.0,102.0,96.0,97.33333333333333,103.14285714285714,85.0,0,4,0.9682507501166718,-0.2499809690726521
"Ballygunge, Kolkata - WBPCB",2024-04-16,85.0,37.0,76.12,24.82,8.87,0.53,84.93,35.48,mean_of_source_observations,32.2,59,14.5,1006.3,98.0,94.0,102.0,98.0,107.0,96.0,1,4,0.9638074231367307,-0.26659942067929354
"Ballygunge, Kolkata - WBPCB",2024-04-17,96.0,47.42,96.44,22.39,11.32,0.41,94.37,34.11,mean_of_source_observations,32.3,60,10.5,1004.5,85.0,98.0,94.0,92.33333333333333,106.28571428571429,100.0,2,4,0.9590788900341131,-0.28313898122818354
